pipeline	sample	filter	variant_caller	region	region2	variant_class	TP	FP	FN	RECALL	PRECISION	F1
maketube	SV17_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	677	34	34	0.9521800281293952	0.9521800281293952	0.9521800281293952
maketube	SV17_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	61	50	25	0.7093023255813954	0.5495495495495496	0.6294259375654725
maketube	SV17_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV17_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	647	0	64	0.909985935302391	1.0	0.9549929676511955
maketube	SV17_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	56	31	30	0.6511627906976745	0.6436781609195402	0.6474204758086073
maketube	SV17_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV17_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV18_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	627	286	26	0.9601837672281777	0.6867469879518072	0.8234653775899925
maketube	SV18_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	68	38	25	0.7311827956989247	0.6415094339622641	0.6863461148305945
maketube	SV18_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	615	1	38	0.9418070444104135	0.9983766233766234	0.9700918338935185
maketube	SV18_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	67	31	26	0.7204301075268817	0.6836734693877551	0.7020517884573184
maketube	SV18_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	629	51	24	0.9632465543644717	0.925	0.9441232771822359
maketube	SV18_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	68	37	25	0.7311827956989247	0.6476190476190476	0.6894009216589863
maketube	SV18_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	627	35	26	0.9601837672281777	0.947129909365559	0.9536568382968683
maketube	SV18_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	68	39	25	0.7311827956989247	0.6355140186915887	0.6833484071952567
maketube	SV18_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	605	1	48	0.9264931087289433	0.9983498349834984	0.9624214718562208
maketube	SV18_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	66	31	27	0.7096774193548387	0.6804123711340206	0.6950448952444297
maketube	SV18_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	626	288	28	0.9571865443425076	0.6849015317286652	0.8210440380355863
maketube	SV18_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	59	36	25	0.7023809523809523	0.6210526315789474	0.6617167919799498
maketube	SV18_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	1	0.0	0.0	0.0
maketube	SV18_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	610	1	44	0.9327217125382263	0.9983633387888707	0.9655425256635486
maketube	SV18_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	58	30	26	0.6904761904761905	0.6590909090909091	0.6747835497835497
maketube	SV18_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV18_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	627	50	27	0.9587155963302753	0.9261447562776958	0.9424301763039855
maketube	SV18_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	59	35	25	0.7023809523809523	0.6276595744680851	0.6650202634245187
maketube	SV18_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV18_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	625	37	29	0.9556574923547401	0.9441087613293051	0.9498831268420226
maketube	SV18_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	59	36	25	0.7023809523809523	0.6210526315789474	0.6617167919799498
maketube	SV18_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV18_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	597	1	57	0.9128440366972477	0.9983277591973244	0.955585897947286
maketube	SV18_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	58	30	26	0.6904761904761905	0.6590909090909091	0.6747835497835497
maketube	SV18_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV18_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV19_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	543	319	21	0.9627659574468085	0.6299303944315545	0.7963481759391815
maketube	SV19_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	61	42	20	0.7530864197530864	0.5922330097087378	0.6726597147309121
maketube	SV19_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	0	NA	0.0	NA
maketube	SV19_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	522	0	42	0.925531914893617	1.0	0.9627659574468085
maketube	SV19_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	58	29	23	0.7160493827160493	0.6666666666666666	0.691358024691358
maketube	SV19_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	543	34	21	0.9627659574468085	0.9410745233968805	0.9519202404218445
maketube	SV19_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	61	32	20	0.7530864197530864	0.6559139784946236	0.7045001991238551
maketube	SV19_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	543	26	21	0.9627659574468085	0.9543057996485061	0.9585358785476573
maketube	SV19_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	61	32	20	0.7530864197530864	0.6559139784946236	0.7045001991238551
maketube	SV19_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	518	0	46	0.9184397163120568	1.0	0.9592198581560284
maketube	SV19_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	58	28	23	0.7160493827160493	0.6744186046511628	0.695233993683606
maketube	SV19_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	562	292	30	0.9493243243243243	0.65807962529274	0.8037019748085321
maketube	SV19_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	48	37	20	0.7058823529411765	0.5647058823529412	0.6352941176470588
maketube	SV19_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	541	0	51	0.9138513513513513	1.0	0.9569256756756757
maketube	SV19_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	48	24	20	0.7058823529411765	0.6666666666666666	0.6862745098039216
maketube	SV19_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	563	41	29	0.9510135135135135	0.9321192052980133	0.9415663594057634
maketube	SV19_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	48	31	20	0.7058823529411765	0.6075949367088608	0.6567386448250186
maketube	SV19_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	562	30	30	0.9493243243243243	0.9493243243243243	0.9493243243243243
maketube	SV19_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	48	32	20	0.7058823529411765	0.6	0.6529411764705882
maketube	SV19_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	530	0	62	0.8952702702702703	1.0	0.9476351351351351
maketube	SV19_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	48	24	20	0.7058823529411765	0.6666666666666666	0.6862745098039216
maketube	SV19_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV19_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	682	302	30	0.9578651685393258	0.693089430894309	0.8254772997168174
maketube	SV1_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	71	39	25	0.7395833333333334	0.6454545454545455	0.6925189393939395
maketube	SV1_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	2	1	0.0	0.0	0.0
maketube	SV1_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	659	0	53	0.925561797752809	1.0	0.9627808988764045
maketube	SV1_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	69	32	27	0.71875	0.6831683168316832	0.7009591584158417
maketube	SV1_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV1_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	684	42	28	0.9606741573033708	0.9421487603305785	0.9514114588169746
maketube	SV1_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	71	35	25	0.7395833333333334	0.6698113207547169	0.7046973270440251
maketube	SV1_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV1_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	683	31	29	0.9592696629213483	0.9565826330532213	0.9579261479872848
maketube	SV1_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	71	39	25	0.7395833333333334	0.6454545454545455	0.6925189393939395
maketube	SV1_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV1_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	647	0	65	0.9087078651685393	1.0	0.9543539325842696
maketube	SV1_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	67	32	29	0.6979166666666666	0.6767676767676768	0.6873421717171717
maketube	SV1_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV1_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	742	331	43	0.9452229299363057	0.6915191053122087	0.8183710176242572
maketube	SV1_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	61	54	37	0.6224489795918368	0.5304347826086957	0.5764418811002663
maketube	SV1_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	709	1	76	0.9031847133757962	0.9985915492957746	0.9508881313357854
maketube	SV1_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	59	40	39	0.6020408163265306	0.5959595959595959	0.5990002061430633
maketube	SV1_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	743	48	42	0.9464968152866242	0.9393173198482933	0.9429070675674587
maketube	SV1_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	62	47	36	0.6326530612244898	0.5688073394495413	0.6007302003370156
maketube	SV1_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	742	38	43	0.9452229299363057	0.9512820512820512	0.9482524906091785
maketube	SV1_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	62	48	36	0.6326530612244898	0.5636363636363636	0.5981447124304267
maketube	SV1_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	697	1	88	0.8878980891719745	0.998567335243553	0.9432327122077637
maketube	SV1_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	54	38	44	0.5510204081632653	0.5869565217391305	0.5689884649511978
maketube	SV1_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV1_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	806	317	47	0.9449003516998827	0.717720391807658	0.8313103717537704
maketube	SV20_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	73	42	29	0.7156862745098039	0.6347826086956522	0.675234441602728
maketube	SV20_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	779	0	74	0.9132473622508792	1.0	0.9566236811254396
maketube	SV20_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	70	36	32	0.6862745098039216	0.660377358490566	0.6733259341472437
maketube	SV20_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	807	56	46	0.9460726846424384	0.9351100811123986	0.9405913828774185
maketube	SV20_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	73	41	29	0.7156862745098039	0.6403508771929824	0.6780185758513932
maketube	SV20_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	805	54	48	0.943728018757327	0.9371362048894063	0.9404321118233667
maketube	SV20_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	73	50	29	0.7156862745098039	0.5934959349593496	0.6545911047345767
maketube	SV20_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	771	0	82	0.9038686987104337	1.0	0.9519343493552168
maketube	SV20_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	70	33	32	0.6862745098039216	0.6796116504854369	0.6829430801446792
maketube	SV20_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	833	282	38	0.9563719862227325	0.747085201793722	0.8517285940082272
maketube	SV20_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	72	53	36	0.6666666666666666	0.576	0.6213333333333333
maketube	SV20_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	801	0	70	0.9196326061997704	1.0	0.9598163030998852
maketube	SV20_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	68	41	40	0.6296296296296297	0.6238532110091743	0.6267414203194019
maketube	SV20_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	834	53	37	0.9575200918484501	0.9402480270574972	0.9488840594529737
maketube	SV20_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	72	48	36	0.6666666666666666	0.6	0.6333333333333333
maketube	SV20_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	833	43	38	0.9563719862227325	0.9509132420091324	0.9536426141159324
maketube	SV20_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	72	48	36	0.6666666666666666	0.6	0.6333333333333333
maketube	SV20_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	786	0	85	0.9024110218140069	1.0	0.9512055109070034
maketube	SV20_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	66	38	42	0.6111111111111112	0.6346153846153846	0.6228632478632479
maketube	SV20_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV20_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	0	1039	576	0.0	0.0	0.0
maketube	SV2_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	0	37	89	0.0	0.0	0.0
maketube	SV2_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	2	0	NA	0.0	NA
maketube	SV2_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	0	706	576	0.0	0.0	0.0
maketube	SV2_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	0	33	89	0.0	0.0	0.0
maketube	SV2_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	0	770	576	0.0	0.0	0.0
maketube	SV2_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	0	37	89	0.0	0.0	0.0
maketube	SV2_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	0	765	576	0.0	0.0	0.0
maketube	SV2_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV2_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	0	42	89	0.0	0.0	0.0
