pipeline	sample	filter	variant_caller	region	region2	variant_class	TP	FP	FN	RECALL	PRECISION	F1
snpmutator	snpmutator_SV7_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV7_H1	RAW	GATK	TOTAL	TOTAL	snp	796	0	4	0.995	1.0	0.9975
snpmutator	snpmutator_SV7_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	RAW	GATK	TOTAL	TOTAL	indel	31	69	19	0.62	0.31	0.46499999999999997
snpmutator	snpmutator_SV7_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV7_H1	MTBseq	GATK	TOTAL	TOTAL	snp	783	0	17	0.97875	1.0	0.989375
snpmutator	snpmutator_SV7_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	MTBseq	GATK	TOTAL	TOTAL	indel	30	67	20	0.6	0.30927835051546393	0.45463917525773195
snpmutator	snpmutator_SV7_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV7_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV8_H1	RAW	freebayes	TOTAL	TOTAL	snp	795	173	5	0.99375	0.8212809917355371	0.9075154958677686
snpmutator	snpmutator_SV8_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	RAW	freebayes	TOTAL	TOTAL	indel	39	65	11	0.78	0.375	0.5775
snpmutator	snpmutator_SV8_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV8_H1	genotube	freebayes	TOTAL	TOTAL	snp	795	0	5	0.99375	1.0	0.996875
snpmutator	snpmutator_SV8_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	genotube	freebayes	TOTAL	TOTAL	indel	39	61	11	0.78	0.39	0.585
snpmutator	snpmutator_SV8_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV8_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	795	5	5	0.99375	0.99375	0.99375
snpmutator	snpmutator_SV8_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	39	61	11	0.78	0.39	0.585
snpmutator	snpmutator_SV8_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV8_H1	RAW	GATK	TOTAL	TOTAL	snp	795	1	5	0.99375	0.9987437185929648	0.9962468592964824
snpmutator	snpmutator_SV8_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	RAW	GATK	TOTAL	TOTAL	indel	39	61	11	0.78	0.39	0.585
snpmutator	snpmutator_SV8_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV8_H1	MTBseq	GATK	TOTAL	TOTAL	snp	782	0	18	0.9775	1.0	0.98875
snpmutator	snpmutator_SV8_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	MTBseq	GATK	TOTAL	TOTAL	indel	38	59	12	0.76	0.3917525773195876	0.5758762886597938
snpmutator	snpmutator_SV8_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV8_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV9_H1	RAW	freebayes	TOTAL	TOTAL	snp	793	168	7	0.99125	0.8251821019771072	0.9082160509885535
snpmutator	snpmutator_SV9_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	RAW	freebayes	TOTAL	TOTAL	indel	41	62	9	0.82	0.39805825242718446	0.6090291262135922
snpmutator	snpmutator_SV9_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV9_H1	genotube	freebayes	TOTAL	TOTAL	snp	793	0	7	0.99125	1.0	0.995625
snpmutator	snpmutator_SV9_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	genotube	freebayes	TOTAL	TOTAL	indel	41	59	9	0.82	0.41	0.615
snpmutator	snpmutator_SV9_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV9_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	795	9	5	0.99375	0.9888059701492538	0.9912779850746269
snpmutator	snpmutator_SV9_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	41	59	9	0.82	0.41	0.615
snpmutator	snpmutator_SV9_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV9_H1	RAW	GATK	TOTAL	TOTAL	snp	794	0	6	0.9925	1.0	0.9962500000000001
snpmutator	snpmutator_SV9_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	RAW	GATK	TOTAL	TOTAL	indel	41	59	9	0.82	0.41	0.615
snpmutator	snpmutator_SV9_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
snpmutator	snpmutator_SV9_H1	MTBseq	GATK	TOTAL	TOTAL	snp	784	0	16	0.98	1.0	0.99
snpmutator	snpmutator_SV9_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	MTBseq	GATK	TOTAL	TOTAL	indel	41	57	9	0.82	0.41836734693877553	0.6191836734693877
snpmutator	snpmutator_SV9_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
snpmutator	snpmutator_SV9_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	50	0.0	NA	NA
maketube	SV10_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	691	300	28	0.96105702364395	0.6972754793138244	0.8291662514788871
maketube	SV10_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	65	47	34	0.6565656565656566	0.5803571428571429	0.6184613997113997
maketube	SV10_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	667	0	52	0.9276773296244785	1.0	0.9638386648122392
maketube	SV10_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	65	42	34	0.6565656565656566	0.6074766355140186	0.6320211460398376
maketube	SV10_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	693	50	26	0.9638386648122392	0.9327052489905787	0.948271956901409
maketube	SV10_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	65	47	34	0.6565656565656566	0.5803571428571429	0.6184613997113997
maketube	SV10_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	691	37	28	0.96105702364395	0.9491758241758241	0.955116423909887
maketube	SV10_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	65	62	34	0.6565656565656566	0.5118110236220472	0.5841883400938519
maketube	SV10_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	662	0	57	0.9207232267037552	1.0	0.9603616133518775
maketube	SV10_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	61	43	38	0.6161616161616161	0.5865384615384616	0.6013500388500388
maketube	SV10_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	696	308	34	0.9534246575342465	0.6932270916334662	0.8233258745838563
maketube	SV10_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	66	37	25	0.7252747252747253	0.6407766990291263	0.6830257121519258
maketube	SV10_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	1	0.0	0.0	0.0
maketube	SV10_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	674	0	56	0.9232876712328767	1.0	0.9616438356164383
maketube	SV10_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	64	28	27	0.7032967032967034	0.6956521739130435	0.6994744386048735
maketube	SV10_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV10_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	696	52	34	0.9534246575342465	0.93048128342246	0.9419529704783532
maketube	SV10_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	66	36	25	0.7252747252747253	0.6470588235294118	0.6861667744020685
maketube	SV10_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV10_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	696	41	34	0.9534246575342465	0.9443690637720489	0.9488968606531477
maketube	SV10_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	66	50	25	0.7252747252747253	0.5689655172413793	0.6471201212580523
maketube	SV10_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV10_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	656	0	74	0.8986301369863013	1.0	0.9493150684931506
maketube	SV10_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	62	28	29	0.6813186813186813	0.6888888888888889	0.6851037851037851
maketube	SV10_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV10_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV11_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	494	263	14	0.9724409448818898	0.6525759577278731	0.8125084513048815
maketube	SV11_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	49	35	17	0.7424242424242424	0.5833333333333334	0.6628787878787878
maketube	SV11_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	2	0	NA	0.0	NA
maketube	SV11_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	481	0	27	0.9468503937007874	1.0	0.9734251968503937
maketube	SV11_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	46	21	20	0.696969696969697	0.6865671641791045	0.6917684305744007
maketube	SV11_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	496	37	12	0.9763779527559056	0.9305816135084428	0.9534797831321742
maketube	SV11_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	49	29	17	0.7424242424242424	0.6282051282051282	0.6853146853146853
maketube	SV11_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	494	26	14	0.9724409448818898	0.95	0.9612204724409449
maketube	SV11_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	49	34	17	0.7424242424242424	0.5903614457831325	0.6663928441036875
maketube	SV11_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	474	0	34	0.9330708661417323	1.0	0.9665354330708662
maketube	SV11_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	46	20	20	0.696969696969697	0.696969696969697	0.696969696969697
maketube	SV11_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	485	306	23	0.9547244094488189	0.6131479140328698	0.7839361617408444
maketube	SV11_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	42	33	19	0.6885245901639344	0.56	0.6242622950819672
maketube	SV11_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	1	0.0	0.0	0.0
maketube	SV11_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	471	0	37	0.9271653543307087	1.0	0.9635826771653544
maketube	SV11_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	41	25	20	0.6721311475409836	0.6212121212121212	0.6466716343765524
maketube	SV11_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV11_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	485	40	23	0.9547244094488189	0.9238095238095239	0.9392669666291713
maketube	SV11_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	42	30	19	0.6885245901639344	0.5833333333333334	0.6359289617486339
maketube	SV11_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV11_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	485	42	23	0.9547244094488189	0.920303605313093	0.9375140073809559
maketube	SV11_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	42	38	19	0.6885245901639344	0.525	0.6067622950819672
maketube	SV11_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV11_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	464	6	44	0.9133858267716536	0.9872340425531915	0.9503099346624225
maketube	SV11_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	38	32	23	0.6229508196721312	0.5428571428571428	0.582903981264637
maketube	SV11_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV11_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV12_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	728	300	29	0.9616908850726552	0.708171206225681	0.8349310456491681
maketube	SV12_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	51	44	34	0.6	0.5368421052631579	0.5684210526315789
maketube	SV12_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	711	1	46	0.9392338177014531	0.9985955056179775	0.9689146616597153
maketube	SV12_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	51	38	34	0.6	0.5730337078651685	0.5865168539325842
maketube	SV12_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	728	47	29	0.9616908850726552	0.9393548387096774	0.9505228618911663
maketube	SV12_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	51	43	34	0.6	0.5425531914893617	0.5712765957446808
maketube	SV12_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	RAW	GATK	TOTAL	TOTAL	snp	727	31	30	0.9603698811096433	0.9591029023746702	0.9597363917421567
maketube	SV12_pop1_H10	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	RAW	GATK	TOTAL	TOTAL	indel	51	47	34	0.6	0.5204081632653061	0.560204081632653
maketube	SV12_pop1_H10	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	snp	697	0	60	0.9207397622192867	1.0	0.9603698811096433
maketube	SV12_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	indel	51	36	34	0.6	0.5862068965517241	0.593103448275862
maketube	SV12_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H10	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	RAW	freebayes	TOTAL	TOTAL	snp	702	276	32	0.9564032697547684	0.7177914110429447	0.8370973403988566
maketube	SV12_pop1_H1	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	RAW	freebayes	TOTAL	TOTAL	indel	71	41	29	0.71	0.6339285714285714	0.6719642857142857
maketube	SV12_pop1_H1	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	0	NA	0.0	NA
maketube	SV12_pop1_H1	genotube	freebayes	TOTAL	TOTAL	snp	684	1	50	0.9318801089918256	0.9985401459854014	0.9652101274886136
maketube	SV12_pop1_H1	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	genotube	freebayes	TOTAL	TOTAL	indel	70	36	30	0.7	0.660377358490566	0.6801886792452829
maketube	SV12_pop1_H1	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	snp	704	47	30	0.9591280653950953	0.9374167776298269	0.9482724215124612
maketube	SV12_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	indel	72	40	28	0.72	0.6428571428571429	0.6814285714285715
maketube	SV12_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	TBprofiler	mpileup	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	RAW	GATK	TOTAL	TOTAL	snp	703	31	31	0.9577656675749319	0.9577656675749319	0.9577656675749319
maketube	SV12_pop1_H1	RAW	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	RAW	GATK	TOTAL	TOTAL	indel	72	43	28	0.72	0.6260869565217392	0.6730434782608696
maketube	SV12_pop1_H1	RAW	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	RAW	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	snp	674	0	60	0.9182561307901907	1.0	0.9591280653950953
maketube	SV12_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	indel	68	32	32	0.68	0.68	0.68
maketube	SV12_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV12_pop1_H1	MTBseq	GATK	TOTAL	TOTAL	unknown	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	RAW	freebayes	TOTAL	TOTAL	snp	864	317	44	0.9515418502202643	0.7315834038950042	0.8415626270576342
maketube	SV13_pop1_H10	RAW	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	RAW	freebayes	TOTAL	TOTAL	indel	88	35	23	0.7927927927927928	0.7154471544715447	0.7541199736321688
maketube	SV13_pop1_H10	RAW	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	RAW	freebayes	TOTAL	TOTAL	unknown	0	1	1	0.0	0.0	0.0
maketube	SV13_pop1_H10	genotube	freebayes	TOTAL	TOTAL	snp	841	1	67	0.9262114537444934	0.998812351543943	0.9625119026442182
maketube	SV13_pop1_H10	genotube	freebayes	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	genotube	freebayes	TOTAL	TOTAL	indel	85	30	26	0.7657657657657657	0.7391304347826086	0.7524481002741872
maketube	SV13_pop1_H10	genotube	freebayes	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	genotube	freebayes	TOTAL	TOTAL	unknown	0	0	1	0.0	NA	NA
maketube	SV13_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	snp	864	60	44	0.9515418502202643	0.935064935064935	0.9433033926425997
maketube	SV13_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	mnp	0	0	0	NA	NA	NA
maketube	SV13_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	indel	88	34	23	0.7927927927927928	0.7213114754098361	0.7570521341013144
maketube	SV13_pop1_H10	TBprofiler	mpileup	TOTAL	TOTAL	other	0	0	0	NA	NA	NA
